orig_id,dupe_id,Name1,Name2
25030,25742,Duke Radiology,Duke Radiology
25036,25612,Perschel & Meyer,Perschel & Meyer
25038,25294,Hersch's Lawn Spray,Hersch's Lawn Spray
25038,25432,Hersch's Lawn Spray,Hersch's Lawn Spray
25038,25474,Hersch's Lawn Spray,Hersch's Lawn Spray
25040,25708,Woods &quot;D&quot; Lawn Service,Woods &quot;D&quot; Lawn Service
25046,25714,Richters Lawn Care,Richters Lawn Care
25048,25556,Emerald Lawn Care,Emerald Lawn Care
25050,25094,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25050,25504,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25050,25534,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25052,25370,Hambletons,Hambletons
25052,25482,Hambletons,Hambletons
25054,25218,Unlimited Landscaping,Unlimited Landscaping
25054,25694,Unlimited Landscaping,Unlimited Landscaping
25056,25090,Lawn Doctor Summerville,Lawn Doctor Summerville
25056,25492,Lawn Doctor Summerville,Lawn Doctor Summerville
25058,25200,John Morton,John Morton
25060,25438,Nutri-Lawn,Nutri-Lawn
25066,25122,Service Star Outdoor Solutions,Service Star Outdoor Solutions
25068,25360,One Two Tree,One Two Tree
25068,25476,One Two Tree,One Two Tree
25068,25684,One Two Tree,One Two Tree
25070,25634,Weed Pro,Weed Pro
25072,25458,Illumicare,Illumicare
25072,25658,Illumicare,Illumicare
25074,25076,May's Exterminating,May's Exterminating
25074,25670,May's Exterminating,May's Exterminating
25076,25670,May's Exterminating,May's Exterminating
25078,25524,Centrex Properties,Centrex Properties
25080,25706,"Mahmood Financial Services, LLC","Mahmood Financial Services, LLC"
25084,25442,Sigma Organics,Sigma Organics
25090,25492,Lawn Doctor Summerville,Lawn Doctor Summerville
25094,25504,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25094,25534,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25098,25120,Custom Personalized Lawns,Custom Personalized Lawns
25098,25536,Custom Personalized Lawns,Custom Personalized Lawns
25102,25466,"Turf Care Enterprises, Inc.","Turf Care Enterprises, Inc."
25102,25516,"Turf Care Enterprises, Inc.","Turf Care Enterprises, Inc."
25104,25112,Disability Advocates Group,Disability Advocates Group
25104,25232,Disability Advocates Group,Disability Advocates Group
25104,25530,Disability Advocates Group,Disability Advocates Group
25106,25372,Natural Misting Solutions,Natural Misting Solutions
25106,25494,Natural Misting Solutions,Natural Misting Solutions
25108,25410,QRPS,QRPS
25108,25738,QRPS,QRPS
25110,25358,4T Lawn,4T Lawn
25110,25414,4T Lawn,4T Lawn
25112,25232,Disability Advocates Group,Disability Advocates Group
25112,25530,Disability Advocates Group,Disability Advocates Group
25114,25436,Woods &quot;A&quot; Lawnservice,Woods &quot;A&quot; Lawnservice
25116,25384,John Mini Distinctive Landscapes,John Mini Distinctive Landscapes
25116,25704,John Mini Distinctive Landscapes,John Mini Distinctive Landscapes
25118,25660,Cannon,Cannon
25120,25536,Custom Personalized Lawns,Custom Personalized Lawns
25126,25178,Fahey Pest Management,Fahey Pest Management
25126,25262,Fahey Pest Management,Fahey Pest Management
25126,25688,Fahey Pest Management,Fahey Pest Management
25126,25750,Fahey Pest Management,Fahey Pest Management
25128,25640,American Lawn and Tree,American Lawn and Tree
25130,25292,Rhinohide,Rhinohide
25130,25454,Rhinohide,Rhinohide
25132,25568,Lamp Pest Control,Lamp Pest Control
25134,25270,Project Spark,Project Spark
25136,25342,Noon Turf Care,Noon Turf Care
25138,25468,FMI Net,FMI Net
25138,25622,FMI Net,FMI Net
25146,25424,Pest Masters,Pest Masters
25150,25272,Growin Green,Growin Green
25150,25500,Growin Green,Growin Green
25150,25502,Growin Green,Growin Green
25152,25554,Lawn Doctor Antioch,Lawn Doctor Antioch
25154,25160,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25154,25394,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25154,25582,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25156,25276,Eastern Turf Maintenance,Eastern Turf Maintenance
25156,25766,Eastern Turf Maintenance,Eastern Turf Maintenance
25160,25394,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25160,25582,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25166,25522,Turner Pest Control,Turner Pest Control
25176,25234,Immuno Reagents,Immuno Reagents
25176,25586,Immuno Reagents,Immuno Reagents
25178,25262,Fahey Pest Management,Fahey Pest Management
25178,25688,Fahey Pest Management,Fahey Pest Management
25178,25750,Fahey Pest Management,Fahey Pest Management
25182,25212,Kineticos,Kineticos
25182,25558,Kineticos,Kineticos
25190,25198,June Walker,June Walker
25190,25588,June Walker,June Walker
25194,25782,Container Mfg Inc,Container Mfg Inc
25196,25572,Suburban Exterminating,Suburban Exterminating
25198,25588,June Walker,June Walker
25208,25712,First Choice Lawncare,First Choice Lawncare
25210,25724,Lawn Doctor IL,Lawn Doctor IL
25212,25558,Kineticos,Kineticos
25214,25316,The Green Team,The Green Team
25218,25694,Unlimited Landscaping,Unlimited Landscaping
25220,25352,Competitive Lawn Service,Competitive Lawn Service
25220,25818,Competitive Lawn Service,Competitive Lawn Service
25222,25764,Arbor Care: Plant Diagnostics & Treatment,Arbor Care: Plant Diagnostics & Treatment
25230,25278,Lawn Doctor Savannah,Lawn Doctor Savannah
25232,25530,Disability Advocates Group,Disability Advocates Group
25234,25586,Immuno Reagents,Immuno Reagents
25236,25776,Bastille,Bastille
25244,25416,Tommy Fleetwood,Tommy Fleetwood
25248,25434,Solutions Pest,Solutions Pest
25250,25798,TailorMade Lawns,TailorMade Lawns
25256,25478,Living water,Living water
25258,25402,Green Concepts,Green Concepts
25258,25686,Green Concepts,Green Concepts
25262,25688,Fahey Pest Management,Fahey Pest Management
25262,25750,Fahey Pest Management,Fahey Pest Management
25268,25428,John Corrigan,John Corrigan
25272,25500,Growin Green,Growin Green
25272,25502,Growin Green,Growin Green
25274,25336,Brett Tomson,Brett Tomson
25274,25668,Brett Tomson,Brett Tomson
25276,25766,Eastern Turf Maintenance,Eastern Turf Maintenance
25284,25460,Consolidated Pest,Consolidated Pest
25286,25330,Big Pro Florida,Big Pro Florida
25286,25734,Big Pro Florida,Big Pro Florida
25288,25682,Fit Turf Colorado,Fit Turf Colorado
25290,25318,L & M Landscape Services,L & M Landscape Services
25290,25408,L & M Landscape Services,L & M Landscape Services
25290,25576,L & M Landscape Services,L & M Landscape Services
25290,25814,L & M Landscape Services,L & M Landscape Services
25292,25454,Rhinohide,Rhinohide
25294,25432,Hersch's Lawn Spray,Hersch's Lawn Spray
25294,25474,Hersch's Lawn Spray,Hersch's Lawn Spray
25298,25740,Nature Plus Cincinnati,Nature Plus Cincinnati
25302,25652,Green Lawn,Green Lawn
25304,25430,APG LLC,APG LLC
25304,25788,APG LLC,APG LLC
25306,25396,Best Yard,Best Yard
25306,25508,Best Yard,Best Yard
25308,25490,Pro Cut LawnCare,Pro Cut LawnCare
25318,25408,L & M Landscape Services,L & M Landscape Services
25318,25576,L & M Landscape Services,L & M Landscape Services
25318,25814,L & M Landscape Services,L & M Landscape Services
25320,25398,Lawn Savers,Lawn Savers
25320,25452,Lawn Savers,Lawn Savers
25322,25446,Stafford Patterson,Stafford Patterson
25322,25760,Stafford Patterson,Stafford Patterson
25326,25470,Landscapes and Designs LLC,Landscapes and Designs LLC
25330,25734,Big Pro Florida,Big Pro Florida
25334,25794,"Lawn & Pest Solutions, MS","Lawn & Pest Solutions, MS"
25336,25668,Brett Tomson,Brett Tomson
25352,25818,Competitive Lawn Service,Competitive Lawn Service
25354,25546,Bland Landscaping,Bland Landscaping
25356,25674,Gregory Pest Solution,Gregory Pest Solution
25358,25414,4T Lawn,4T Lawn
25360,25476,One Two Tree,One Two Tree
25360,25684,One Two Tree,One Two Tree
25366,25450,Ewing,Ewing
25370,25482,Hambletons,Hambletons
25372,25494,Natural Misting Solutions,Natural Misting Solutions
25384,25704,John Mini Distinctive Landscapes,John Mini Distinctive Landscapes
25390,25666,Gamers Fitness Group,Gamers Fitness Group
25394,25582,Brockman Tree and Lawn Care,Brockman Tree and Lawn Care
25396,25508,Best Yard,Best Yard
25398,25452,Lawn Savers,Lawn Savers
25402,25686,Green Concepts,Green Concepts
25408,25576,L & M Landscape Services,L & M Landscape Services
25408,25814,L & M Landscape Services,L & M Landscape Services
25410,25738,QRPS,QRPS
25418,25742,Duke Radiology,Duke Radiology
25430,25788,APG LLC,APG LLC
25432,25474,Hersch's Lawn Spray,Hersch's Lawn Spray
25444,25488,Chets Termite & Pest Management,Chets Termite & Pest Management
25446,25760,Stafford Patterson,Stafford Patterson
25458,25658,Illumicare,Illumicare
25466,25516,"Turf Care Enterprises, Inc.","Turf Care Enterprises, Inc."
25468,25622,FMI Net,FMI Net
25472,25648,PRTBTC,PRTBTC
25476,25684,One Two Tree,One Two Tree
25500,25502,Growin Green,Growin Green
25504,25534,Emerald Magic Lawn Care,Emerald Magic Lawn Care
25576,25814,L & M Landscape Services,L & M Landscape Services
25678,25780,Sexton Landscapes,Sexton landscapes
25688,25750,Fahey Pest Management,Fahey Pest Management
206,1878,Perschel & Meyer,Perschel and Meyer
206,10342,Perschel & Meyer,Perschel & Meyer Pest
206,24734,Perschel & Meyer,Perschel and Meyer
216,20540,"Interstate Pest Management, Inc.",Interstate Pest Management
252,13666,Gregory Pest Solution,Gregory Pest Solutions
252,17548,Gregory Pest Solution,Gregory Pest Solutions
254,2460,Turner Pest Control,Turner's Pest Control
254,9182,Turner Pest Control,"Turner Pest Control, Inc."
254,23536,Turner Pest Control,"Turner Pest Control, LLC"
270,24480,AAA Lawn Care,AAA Lawncare
278,12722,Scotts Lawn Service,Scotts LawnService
278,17028,Scotts Lawn Service,Scotts LawnService
278,23860,Scotts Lawn Service,Scotts LawnService
278,24182,Scotts Lawn Service,Scotts LawnService
280,766,Sexton landscapes,Sexton Landscape
280,2778,Sexton landscapes,Sexton landscapes- OLD
280,24900,Sexton landscapes,Sexton Landscape
292,10596,Growin Green,GrowinGreen Inc
292,11796,Growin Green,GrowinGreen
310,710,Highpoint Lawn Service,Highpoint Lawn
310,24956,Highpoint Lawn Service,Highpoint Lawn
326,956,Lawn Doctor Colorado,LawnDoctor Colorado
352,17576,Pest Masters,"Pestmasters, Inc."
360,10014,"Turf Care Enterprises, Inc.",Turfcare Enterprises
394,20728,TailorMade Lawns,Tailor Made Lawns
464,5908,May's Exterminating,May Exterminating Co.
472,1954,Solutions Pest,Solutions Pest & Lawn
472,22396,Solutions Pest,Solutions Pest Control Ltd.
508,598,Woods &quot;D&quot; Lawn Service,Woods &quot;A&quot; Lawnservice
508,24946,Woods &quot;D&quot; Lawn Service,Woods &quot;A&quot; Lawnservice
508,25114,Woods &quot;D&quot; Lawn Service,Woods &quot;A&quot; Lawnservice
508,25436,Woods &quot;D&quot; Lawn Service,Woods &quot;A&quot; Lawnservice
520,9974,"Lawn & Pest Solutions, MS",Lawn & Pest Solutions
572,6376,Fahey Pest Management,"Fahey Pest Management, Inc"
572,13804,Fahey Pest Management,Fahey Pest Management - JUL
598,24730,Woods &quot;A&quot; Lawnservice,Woods &quot;D&quot; Lawn Service
598,25040,Woods &quot;A&quot; Lawnservice,Woods &quot;D&quot; Lawn Service
598,25708,Woods &quot;A&quot; Lawnservice,Woods &quot;D&quot; Lawn Service
670,19556,One Two Tree,"One Two Tree, Inc."
710,24594,Highpoint Lawn,Highpoint Lawn Service
710,25012,Highpoint Lawn,Highpoint Lawn Service
710,25768,Highpoint Lawn,Highpoint Lawn Service
766,24702,Sexton Landscape,Sexton landscapes
766,25678,Sexton Landscape,Sexton Landscapes
766,25780,Sexton Landscape,Sexton landscapes
836,24662,Immuno Reagents Website,Immuno Reagents
836,25176,Immuno Reagents Website,Immuno Reagents
836,25234,Immuno Reagents Website,Immuno Reagents
836,25586,Immuno Reagents Website,Immuno Reagents
900,2882,United Pest Solutions Inc,United Pest Solutions
930,1002,Horizon Forest Products,Horizon Forest Products - Redesign
930,1130,Horizon Forest Products,Horizon Forest Products - Retainer
956,24602,LawnDoctor Colorado,Lawn Doctor Colorado
956,25010,LawnDoctor Colorado,Lawn Doctor Colorado
956,25690,LawnDoctor Colorado,Lawn Doctor Colorado
1002,1130,Horizon Forest Products - Redesign,Horizon Forest Products - Retainer
1028,14728,Duke Department of Surgery,Duke Department of Surgery - Retainer
1034,1136,Richmond Community College,Richmond Community College - Retainer
1120,17712,American South Termite and Pest Control LLC,"American South Termite & Pest Control, LLC"
1168,2910,Smithereen,Smithereen- OLD
1198,14736,Lawn Tech,Lawn Tech - RB
1200,13492,National Fit Testing Services,National Fit Testing Service
1224,14724,Bio Lawn,BioLawn
1230,6830,Platinum Pest Solutions Inc,"Platinum Pest Solutions, Inc."
1230,19936,Platinum Pest Solutions Inc,Platinum Pest Control
1234,1724,Duke Fertility Center,Duke Fertility Center- Retainer
1262,23574,Versacor Enterprises LLC,"Versacor Enterprises, LLC"
1266,10568,US Pest Protection Inc,"US Pest Protection, INC"
1294,18478,Horizon Pest Control,Horizons Pest Control
1294,24118,Horizon Pest Control,Horizon Pest Control Inc
1302,13952,Davenport Landscaping,Davenport Landscaping - November
1356,11330,Dial Pest Control Inc,"Dial-A-Bug Pest Control, Inc."
1356,18072,Dial Pest Control Inc,Dial Pest Control
1416,8704,Gemtek Pest Control Inc,"Gemtek Pest Control, Inc."
1460,16952,Ziehler Landscaping,Ziehler Landscaping - LBL
1460,25086,Ziehler Landscaping,Ziehler Landscaping - LBL
1482,16364,The bug man,"The Bug Man, Inc."
1482,20794,The bug man,"The Bug Man, Inc."
1518,13878,Best Lawn Care,Best Lawn Care - July
1544,13480,Hoffer Pest Solutions,Hoffer Pest Solutions - Ultimate
1544,16900,Hoffer Pest Solutions,"Hoffer Pest Solutions, Inc.- OLD"
1544,17014,Hoffer Pest Solutions,"Hoffer Pest Solutions, Inc. - OLD"
1544,22118,Hoffer Pest Solutions,"Hoffer Pest Solutions, Inc."
1544,23780,Hoffer Pest Solutions,"Hoffer Pest Solutions, Inc."
1574,25388,EnviroCon Termite & Pest Inc,EnviroCon Termite & Pest Inc.
1574,25646,EnviroCon Termite & Pest Inc,"EnviroCon Termite & Pest, Inc."
1604,2912,A&C Pest Management Corp,A&C Pest Management Corp- OLD
1604,3172,A&C Pest Management Corp,A&C Pest Management Corp- OLD2
1604,14442,A&C Pest Management Corp,A&C Pest Management Corp - Feb
1642,23744,Springtime Landscape & Irrigation,Springtime Landscape and Irrigation
1754,16892,Cavins Business Solutions - Website,Cavins Business Solutions
1762,17848,The Bug Master,The Bug Masters
1786,2674,Smithereen Pest Management,Smithereen Pest Management Services
1790,4886,Mosquito Max,MosquitoMax
1818,10010,Pest Tech Inc,Pestec
1818,11260,Pest Tech Inc,Pest Tech
1818,16538,Pest Tech Inc,"Pest Tech, Inc."
1818,17490,Pest Tech Inc,"Pest Tech, Inc."
1820,21994,Homestead Pest Managemnet,"Homestead Pest Management, Inc."
1822,12244,Best Exterminating,Best Exterminators
1822,18316,Best Exterminating,"Best Exterminating, Inc."
1822,19366,Best Exterminating,"Best Exterminating Service, Inc."
1822,22226,Best Exterminating,"Best Exterminators, Inc."
1878,24712,Perschel and Meyer,Perschel & Meyer
1878,25036,Perschel and Meyer,Perschel & Meyer
1878,25612,Perschel and Meyer,Perschel & Meyer
1884,3152,Stern Environmental Group,Stern Environmental
1892,25716,BedBug Central,Bed Bug Central
1914,4866,Arrow Exterminating,"Arrow Exterminators, Inc."
1914,15344,Arrow Exterminating,Arrow Exterminators
1914,17354,Arrow Exterminating,Arrow Exterminators
1914,18592,Arrow Exterminating,"Arrow Exterminators, Inc."
1914,22130,Arrow Exterminating,"Arrow Exterminating Co., Inc."
1944,2754,Getem Services,Getem Services- OLD
1950,9126,Weaver Exterminating Service,"Weaver Exterminating Service, Inc."
1954,24672,Solutions Pest & Lawn,Solutions Pest
1954,25248,Solutions Pest & Lawn,Solutions Pest
1954,25434,Solutions Pest & Lawn,Solutions Pest
1956,3790,Orkin,Orkin AZ
1980,14320,Green Touch Lawn Service,Green Touch Lawn Service - December
1982,22322,Brown Exterminating,"Brown Exterminating Co., Inc."
1986,3952,Exterminating Unlimited Inc.,"Exterminating Unlimited, Inc."
1986,19548,Exterminating Unlimited Inc.,"Exterminating Unlimited, Inc."
2006,11072,Impact Landscape,Impact Landscaping
2046,4892,Protec Pest Control Services,Protech Pest Control
2046,21700,Protec Pest Control Services,Protech Pest Control
2046,24910,Protec Pest Control Services,"Protec Pest Control Services, LLC"
2048,3386,Midwest Pest Control,"Midwest Pest Control, LLC"
2048,18816,Midwest Pest Control,"Midwest Pest Solutions, LLC"
2068,11096,Good Earth Pest Company,Good Earth Pest Control
2074,17468,Residex,"Residex, LLC"
2078,17410,Ecola Services,"Ecola Services, Inc."
2102,11266,Call Relaible,Call Reliable
2108,8596,Charles Pest Control,"Charles Pest Control, Inc."
2108,12602,Charles Pest Control,Chambers Pest Control
2134,20018,Magic Pest Management LLC,Magic Pest Management
2162,18452,McCall Service,"McCall Service, Inc."
2174,3994,Massey Services,Massey Services Inc.
2174,19904,Massey Services,"Massey Services, Inc."
2190,6134,"Pratt Pest Management NW, Inc.",Pratt Pest Management
2340,15472,Green Pest Solutions,Green Pest Solutions LLC
2340,21048,Green Pest Solutions,Green Pest Control LLC
2340,21416,Green Pest Solutions,"Greene Pest Solutions, LLC"
2360,4824,"D's Pest Control , Inc.","D's Pest Control, Inc"
2360,12748,"D's Pest Control , Inc.",D's Pest control
2360,19954,"D's Pest Control , Inc.","D's Pest Control, Inc."
2450,4802,Pest Control,Pest Control Srvs Inc
2450,6168,Pest Control,"Pest Control, Inc."
2450,15694,Pest Control,Pest Control Svc Inc
2450,21330,Pest Control,Pest Control Center Inc.
2450,22838,Pest Control,Pest Control Plus
2460,9182,Turner's Pest Control,"Turner Pest Control, Inc."
2460,23536,Turner's Pest Control,"Turner Pest Control, LLC"
2460,23736,Turner's Pest Control,Turner Pest Control
2460,24516,Turner's Pest Control,Turner Pest Control
2460,24724,Turner's Pest Control,Turner Pest Control
2460,25166,Turner's Pest Control,Turner Pest Control
2460,25522,Turner's Pest Control,Turner Pest Control
2462,13798,Fisher Pest Management Inc,Fisher Pest Management
2482,10070,Blue Sky Pest Control,Blue Sky Pest Control Company
2486,3184,Dominion Pest Control LLC,Dominion Pest Control
2492,20380,Pest Control Solutions & Services,Pest Control Solutions
2516,18032,Dodson Bros. Exterminating Co.,"Dodson Brothers Exterminating Co., Inc."
2524,22368,Payne Pest Management,"Payne Pest Management, Inc."
2548,11930,Freedom Pest Control,Freedom Pest Control Company
2550,12726,Truly Nolen Inc,Truly Nolen
2550,23582,Truly Nolen Inc,Truly Nolen
2576,4832,Mantis Pest Solutions,"Mantis Pest Control, Inc."
2576,5852,Mantis Pest Solutions,Mantis Pest Control
2608,3788,AntiPest,Anti-Pest
2640,6944,CSI Home and Commercial Services,CSI Home & Commercial Services
2646,3678,LawnSavers Plant Health Care Inc.,LawnSavers Plant Health Care Inc. - January
2674,20274,Smithereen Pest Management Services,Smithereen Pest Management
2702,8486,Pointe Pest Control,Pointe Pest Control - ID
2722,3326,"Colony Pest Management, Inc.- OLD","Colony Pest Management, Inc."
2722,24090,"Colony Pest Management, Inc.- OLD","Colony Pest Management, Inc."
2724,6608,Hydrex Pest Control,"Hydrex Pest Control Co., Inc."
2730,22888,"Modern Exterminating Company, Inc","Modern Exterminating Co., Inc."
2732,3110,Masters Touch Pest Control- OLD,Master's Touch Pest Control- OLD2
2732,3438,Masters Touch Pest Control- OLD,Master's Touch Pest Control
2732,11358,Masters Touch Pest Control- OLD,Masters Touch Pest Control
2776,22724,Nature First Pest,Nature First Pest Control
2776,23866,Nature First Pest,Nature First Pest Control
2778,24702,Sexton landscapes- OLD,Sexton landscapes
2778,25678,Sexton landscapes- OLD,Sexton Landscapes
2778,25780,Sexton landscapes- OLD,Sexton landscapes
2782,25484,Anti-Pesto Bugkillers Company,"Anti-Pesto Bugkillers, Inc."
2786,3684,Terminix Triad- OLD,Terminix Triad
2788,3470,Corbett Exterminating- OLD,Corbett Exterminating
2808,19154,Indiana Pest Control,"Indiana Pest Control, Inc."
2810,19108,"Mountain Pest Control, Inc.",Mountain Pest Control Services
2814,3760,Pest-X Exterminating Inc- OLD,Pest-X Exterminating Inc
2814,10008,Pest-X Exterminating Inc- OLD,Pest-X Exterminating
2814,21926,Pest-X Exterminating Inc- OLD,Pest-X Exterminating
2822,8646,Budget Pest Control,Budget Pest Control EL
2822,22136,Budget Pest Control,Budget Pest Solutions
2868,13434,Southwind Pest & Termite,Southwind Pest and Termite
2884,11776,"Weather Shield Roofing Systems, Inc.",Weather Shield Roofing
2888,19180,Professional Pest Control,"Professional Pest Control, Inc."
2908,3000,Varment Guard- OLD,Varment Guard
2910,24630,Smithereen- OLD,Smithereen
2912,3172,A&C Pest Management Corp- OLD,A&C Pest Management Corp- OLD2
2912,14442,A&C Pest Management Corp- OLD,A&C Pest Management Corp - Feb
2914,5354,Target Pest Solutions,Target Pest Control LLC
2914,6350,Target Pest Solutions,"Target Pest Control, LLC"
2914,15448,Target Pest Solutions,Target Pest Control Inc
2914,20026,Target Pest Solutions,Target Pest Control
2920,3092,Invader Pest Management- OLD,Invader Pest Management
2920,24336,Invader Pest Management- OLD,"Invader Pest Management, Inc."
2942,3144,Alpha Organics- OLD,Alpha Organics
2944,18362,Carter Pest Control,Carter's Pest Control
2948,3402,Wake Pro Lawn Care - OLD,Wake Pro Lawn Care
2974,24330,Sweetwater Landscapes,Sweetwater Landscaping
2978,3040,"Fischer Environmental Services, Inc. - OLD",Fischer Environmental Services
2978,7486,"Fischer Environmental Services, Inc. - OLD","Fischer Environmental Services, Inc."
2978,13808,"Fischer Environmental Services, Inc. - OLD",Fischer Environmental Services - JUNE
2980,21626,Halt Pest Control,"Halt Pest Control, Inc."
3002,3606,Patriot Home Services- OLD,Patriot Home Services
3040,7486,Fischer Environmental Services,"Fischer Environmental Services, Inc."
3040,13808,Fischer Environmental Services,Fischer Environmental Services - JUNE
3040,24072,Fischer Environmental Services,Fischer Environmental
3092,24336,Invader Pest Management,"Invader Pest Management, Inc."
3102,14144,Advanced Integrated Pest Management,Advanced Integrated Pest Management - November
3110,3438,Master's Touch Pest Control- OLD2,Master's Touch Pest Control
3110,11358,Master's Touch Pest Control- OLD2,Masters Touch Pest Control
3116,8482,B & T Pest Control,B & T Pest Control Co.
3130,23634,Ultimate Pest Control,Ultimate Pest Solutions
3130,23668,Ultimate Pest Control,"Ultimate Pest Control, LLC"
3172,14442,A&C Pest Management Corp- OLD2,A&C Pest Management Corp - Feb
3200,24466,A-Action Pest Control- OLD,"A-Action Pest Control, Inc"
3248,21440,"American Pest Management, Inc.",American Pest Management
3254,3774,Miller the Killer- OLD,Miller the Killer
3280,21434,American Pest- OLD,American Pest
3280,25806,American Pest- OLD,American Pest
3312,6612,Anchor Pest Control,"Anchor Pest Control Service, Inc."
3312,14842,Anchor Pest Control,Anchor Pest Control Services Inc
3312,19748,Anchor Pest Control,"Anchor Pest Control, Inc."
3316,4026,Guardian Pest Solutions- OLD,Guardian Pest Solutions
3316,10372,Guardian Pest Solutions- OLD,Guardian Pest Solutions Inc.
3316,19906,Guardian Pest Solutions- OLD,"Guardian Pest Solutions, Inc."
3322,14848,C & C landscape,C & D Landscapes
3386,18816,"Midwest Pest Control, LLC","Midwest Pest Solutions, LLC"
3386,24884,"Midwest Pest Control, LLC",Midwest Pest Control
3404,10698,Green Blade Lawn,Green Blade Lawncare
3404,10846,Green Blade Lawn,Green Blade Lawn Care
3438,11358,Master's Touch Pest Control,Masters Touch Pest Control
3438,24342,Master's Touch Pest Control,Masters Touch Pest Solutions
3452,10436,Arbor Care,Arbor Wear
3464,11138,The Greenery,The Greenery LLC
3468,24808,Ace Pest Control,"Ace Pest Control, Inc."
3516,7368,Bennett Termite & Pest Solutions,Bennett Termite & Pest Control
3518,11388,Jetter Services LLC,Jetter Services
3520,25496,Cooper Pest Control,Cooper Pest Solutions
3546,5386,"Innovative Pest Solutions, Inc.",Innovative Pest Control
3548,14082,Advantage Pro Services,Advantage Pro Services Inc
3578,18186,Rid-a-Bug,Rid-R-Bug
3606,14000,Patriot Home Services,Patriot Home Services - September
3618,14172,Byrd Pest Management,Byrd Pest Management - December
3630,3766,"Loyal Termite & Pest Control, Inc.- OLD","Loyal Termite & Pest Control, Inc."
3630,22014,"Loyal Termite & Pest Control, Inc.- OLD","Loyal Termite & Pest Control Co., Inc."
3636,16030,Mesa Turf Masters,Mesa Turf Masters LLC
3648,24218,Accurate Termite & Pest,Accurate Termite & Pest Control
3648,24936,Accurate Termite & Pest,"Accurate Termite & Pest Control Co., Inc."
3648,25816,Accurate Termite & Pest,Accurate Termite & Pest Solutions
3706,16914,Pro Pacific Pest Control,Pro Pacific Pest Control- OLD
3714,24520,Dean's Services,Deans Services
3732,7982,Pest Solutions Inc.,"Pest Solutions, Inc."
3732,17258,Pest Solutions Inc.,Pest Solutions
3732,17908,Pest Solutions Inc.,Pest Solution Services
3732,19112,Pest Solutions Inc.,"Pest Solutions, LLC"
3732,19870,Pest Solutions Inc.,Pest Solutions 365
3738,14106,All-American Pest Control,All-American Pest Control - December
3738,24378,All-American Pest Control,"All-American Pest Control, Inc."
3754,18288,Terminator Pest Control LLC,Terminators Pest Control
3754,21186,Terminator Pest Control LLC,"Terminator Pest Control Service, LLC"
3754,23046,Terminator Pest Control LLC,Terminator Pest Control Services
3760,10008,Pest-X Exterminating Inc,Pest-X Exterminating
3760,21926,Pest-X Exterminating Inc,Pest-X Exterminating
3760,22600,Pest-X Exterminating Inc,Pest'R Us Exterminating
3766,22014,"Loyal Termite & Pest Control, Inc.","Loyal Termite & Pest Control Co., Inc."
3894,24400,Senske Pest Control,"Senske Pest Control, Inc."
3898,12270,Progreen Inc,Progreen Inc.
3910,7312,Bird Barrier,Bird Barrier Asia
3926,17902,Pestco Professional Pest Control,Pestco Professionals Pest Control
3994,19904,Massey Services Inc.,"Massey Services, Inc."
3996,14420,Myles Pest Service,Myles Pest Services Inc
4022,15588,"Cooks Termite & Pest Control, Inc.",Cook's Termite and Pest Control Inc
4054,14906,Bill's Pest & Termite Control Inc,Bill's Pest Termite Control
4060,19086,Champions Pest Control,Champion Pest Control
4098,6186,Gillen Pest Control,"Gillen Pest Control, Inc."
4120,18302,Kerrville Pest Control Inc.,"Kerrville Pest Control, Inc."
4124,19558,"Shamrock Pest Control, Inc.",Shamrock Pest Control
4154,21660,Rathjen Pest Control Inc,"Rathjen Pest Control, Inc."
4212,7740,Protex Service Inc,"Protex Service, Inc."
4214,22250,Frontier Pest Control,Frontier Pest Control Corp.
4216,20830,Pest Management Services,"Pest Management Sciences, Inc."
4216,21294,Pest Management Services,"Pest Management Services, Inc."
4220,7262,King's Pest Control,King Pest Control
4220,22820,King's Pest Control,"Kings Pest Control, Inc."
4244,25002,A-Tak Pest Control Inc,A-Tak Pest Control Inc.
4260,5890,"Keine Pest, LLC",Keine Pest LLC
4274,5540,Excalibur Pest Control Inc.,Excalibur Pest Control
4278,7340,Preferred Pest Control,"Preferred Pest Control, Inc."
4298,12646,Kevin's Pest Control,Kevin's Pest Control Inc
4308,23246,EZB Pest Control Inc.,"EZB Pest Control, Inc."
4312,5816,Gary's Termite & Pest Control,Gary's Termite & Pest Control Company
4336,5594,Lone Star Pest Control,"Lone Star Pest Control Service, Inc."
4336,24402,Lone Star Pest Control,Lone Star Pest Control Service Inc
4340,24820,A-Mark Pest & Bird Management Inc.,A-Mark Pest & Bird Management
4364,19480,Carson Pest Control,"Carson Pest Control, Inc."
4410,16964,"Reliant Pest Control, Inc.",Reliant Pest NC
